Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
NC_004052.1,,"Hong,Y., Dover,S.L., Cole,T.E., Brasier,C.M., Buck,K.W.",1999-05-10T00:00:00Z,,Ophiostoma mitovirus 4,Mitovirus,Mitoviridae,ssRNA(+),2599,RefSeq,complete,,,1,,,,,,,,"Ophiostoma mitovirus 4, complete genome"
NC_004053.1,,"Hong,Y., Dover,S.L., Cole,T.E., Brasier,C.M., Buck,K.W.",1999-05-10T00:00:00Z,,Ophiostoma mitovirus 5,Mitovirus,Mitoviridae,ssRNA(+),2474,RefSeq,complete,,,1,,,,,,,,"Ophiostoma mitovirus 5, complete genome"
NC_004054.1,,"Hong,Y., Dover,S.L., Cole,T.E., Brasier,C.M., Buck,K.W.",1999-05-10T00:00:00Z,,Ophiostoma mitovirus 6,Mitovirus,Mitoviridae,ssRNA(+),2343,RefSeq,complete,,,1,,,,,,,,"Ophiostoma novo-ulmi mitovirus 6-Ld, complete genome"
NC_002356.1,,"Diao,A., Chen,J., Ye,R., Zheng,T., Yu,S., Antoniw,J.F., Adams,M.J.",1999-05-03T00:00:00Z,"Yantai, China",Chinese wheat mosaic virus,Furovirus,Virgaviridae,ssRNA(+),3569,RefSeq,complete,,RNA 2,1,,,,,,,,"Chinese wheat mosaic virus RNA 2, complete sequence"
NC_002359.1,,"Diao,A., Chen,J., Ye,R., Zheng,T., Yu,S., Antoniw,J.F., Adams,M.J.",1999-05-03T00:00:00Z,"Yantai, China",Chinese wheat mosaic virus,Furovirus,Virgaviridae,ssRNA(+),7147,RefSeq,complete,,RNA 1,1,,,,,,,,"Chinese wheat mosaic virus RNA1, complete sequence"
NC_003785.2,,"Iwanami,T., Kondo,Y., Karasev,A.V.",1999-04-06T00:00:00Z,S-58,Satsuma dwarf virus,Sadwavirus,Secoviridae,ssRNA(+),6794,RefSeq,complete,,RNA 1,1,,,,,,,,"Satsuma dwarf virus RNA 1, complete sequence"
NC_003786.2,,"Iwanami,T., Kondo,Y., Karasev,A.V.",1999-04-06T00:00:00Z,S-58,Satsuma dwarf virus,Sadwavirus,Secoviridae,ssRNA(+),5344,RefSeq,complete,,RNA 2,1,,,,,,,,"Satsuma dwarf virus RNA 2, complete sequence"
NC_003985.1,,"Doherty,M., Todd,D., McFerran,N., Hoey,E.M.",1999-04-05T00:00:00Z,F65,Teschovirus A,Teschovirus,Picornaviridae,ssRNA(+),7117,RefSeq,complete,1,,1,,,,,,,,"Porcine teschovirus 1, complete genome"
NC_002066.1,,"Ghosh,R.C., Ball,B.V., Willcocks,M.M., Carter,M.J.",1999-03-15T00:00:00Z,,Sacbrood virus,Iflavirus,Iflaviridae,ssRNA(+),8832,RefSeq,complete,,,1,,,,,,,,Sacbrood virus complete genome
NC_002549.1,,"Volchkov,V.E., Volchkova,V.A., Chepurnov,A.A., Blinov,V.M., Dolnik,O., Netesov,S.V., Feldmann,H., Slenczka,W., Klenk,H.D., Becker,S., Ternovoj,V.A., Kotov,A.N., Bukreyev,A.A.",1999-02-10T00:00:00Z,Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga,Zaire ebolavirus,Ebolavirus,Filoviridae,ssRNA(-),18959,RefSeq,complete,,,5,,,,,,,,"Zaire ebolavirus isolate Ebola virus/H.sapiens-tc/COD/1976/Yambuku-Mayinga, complete genome"
NC_003900.1,,"Rumenapf,T., Strauss,E.G., Strauss,J.H., Ruemenapf,T.H.",1999-02-09T00:00:00Z,,Aura virus,Alphavirus,Togaviridae,ssRNA(+),11824,RefSeq,complete,,,1,,,,,,,,"Aura virus, complete genome"
NC_002990.1,,"Chen,J., Shi,N., Cheng,Y., Diao,A., Wilson,T.M., Antoniw,J.F., Adams,M.J.",1999-01-28T00:00:00Z,Yancheng,Barley yellow mosaic virus,Bymovirus,Potyviridae,ssRNA(+),7637,RefSeq,complete,,RNA 1,1,China,China,,Hordeum vulgare,,,,"Barley yellow mosaic virus RNA 1, complete sequence"
NC_002991.1,,"Chen,J., Shi,N., Cheng,Y., Diao,A., Wilson,T.M., Antoniw,J.F., Adams,M.J.",1999-01-28T00:00:00Z,Yancheng,Barley yellow mosaic virus,Bymovirus,Potyviridae,ssRNA(+),3582,RefSeq,complete,,RNA 2,1,China,China,,Hordeum vulgare,,,,"Barley yellow mosaic virus RNA 2, complete sequence"
NC_003496.1,,"Di,R., Hu,C.C., Ghabrial,S.A.",1999-01-05T00:00:00Z,,Bean pod mottle virus,Comovirus,Secoviridae,ssRNA(+),5995,RefSeq,complete,,RNA 1,1,,,,,,,,"Bean pod mottle virus RNA 1, complete sequence"
NC_003502.1,,"Latvala-Kilby,S., Lehto,K., Latvala,S., Susi,P., Kalkkinen,N.",1999-01-05T00:00:00Z,,Blackcurrant reversion virus,Nepovirus,Secoviridae,ssRNA(+),6405,RefSeq,complete,,RNA 2,2,,,,Ribes nigrum,,,,"Blackcurrant reversion virus RNA 2, complete sequence"
NC_004051.1,,"Rodriguez-Cousino,N., Solorzano,A., Fujimura,T., Esteban,R., Esteban,L.M.",1999-01-01T00:00:00Z,,Saccharomyces 20S RNA narnavirus,Narnavirus,Narnaviridae,ssRNA(+),2514,RefSeq,complete,,,2,,,,,,,,"Saccharomyces 20S RNA narnavirus, complete genome"
NC_003883.1,,"Compel,P., Papp,I., Bibo,M., Fekete,C., Hornok,L.",1998-12-30T00:00:00Z,,Fusarium poae virus 1,Betapartitivirus,Partitiviridae,dsRNA,2185,RefSeq,complete,,RNA 1,1,,,,Fusarium poae,,,,"Fusarium poae virus 1 RNA 1, complete sequence"
NC_003884.1,,"Compel,P., Papp,I., Bibo,M., Fekete,C., Hornok,L.",1998-12-30T00:00:00Z,,Fusarium poae virus 1,Betapartitivirus,Partitiviridae,dsRNA,2203,RefSeq,complete,,,1,,,,,,,,"Fusarium poae virus 1 RNA2 putative RNA dependent RNA polymerase gene, complete cds"
NC_004050.1,,"Rodriguez-Cousino,N., Solorzano,A., Fujimura,T., Esteban,R., Esteban,L.M., Estaban,R.",1998-12-30T00:00:00Z,,Saccharomyces 23S RNA narnavirus,Narnavirus,Narnaviridae,ssRNA(+),2891,RefSeq,complete,,,2,,,,,,,,"Saccharomyces 23S RNA narnavirus, complete genome"
NC_001989.1,,"Buchholz,U.J., Finke,S., Conzelmann,K.K., Conzelmann,K.-K.",1998-12-17T00:00:00Z,,Bovine orthopneumovirus,Orthopneumovirus,Pneumoviridae,ssRNA(-),15140,RefSeq,complete,,,1,,,,,,,,"Bovine orthopneumovirus, complete genome"
NC_001990.1,,"Gordon,K.H., Williams,M.R., Hendry,D.A., Hanzlik,T.N., Gordon,K.H.J.",1998-12-17T00:00:00Z,,Nudaurelia capensis beta virus,Betatetravirus,Alphatetraviridae,ssRNA(+),6625,RefSeq,complete,,,1,,,,,,,,"Nudaurelia capensis beta virus, complete genome"
NC_001498.1,,"Rima,B.K., Duprex,W.P., Takeuchi,K., Miyajima,N., Kobune,F., Tashiro,M., Wardrop,E.A., Briedis,D.J., Cattaneo,R., Kaelin,K., Baczko,K., Billeter,M.A., Bellini,W.J., Englund,G., Richardson,C.D., Rozenblatt,S., Lazzarini,R.A., Arnheiter,H., Tanabayashi,K.",1998-12-09T00:00:00Z,,Measles morbillivirus,Morbillivirus,Paramyxoviridae,ssRNA(-),15894,RefSeq,complete,,,6,,,,,,,,"Measles virus, complete genome"
NC_003990.1,,"Marvil,P., Knowles,N.J., Mockett,A.P., Britton,P., Brown,T.D., Cavanagh,D.",1998-12-02T00:00:00Z,,Tremovirus A,Tremovirus,Picornaviridae,ssRNA(+),7055,RefSeq,complete,,,1,,,,,,,,"Avian encephalomyelitis virus, complete genome"
NC_001977.1,,"Srifah,P., Keese,P., Weiller,G., Gibbs,A., Mackenzie,A.M., Gibbs,A.J.",1998-11-19T00:00:00Z,,Erysimum latent virus,Tymovirus,Tymoviridae,ssRNA(+),6035,RefSeq,complete,,,1,,,,,,,,"Erysimum latent virus, complete genome"
NC_004200.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,867,RefSeq,complete,,11,1,,,,,,,,"Banna virus segment 11, complete sequence"
NC_004201.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,977,RefSeq,complete,,10,1,,,,,,,,"Banna virus strain JKT-6423 segment 10, complete sequence"
NC_004202.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,1101,RefSeq,complete,,9,1,,,,,,,,"Banna virus segment 9, complete sequence"
NC_004203.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,1119,RefSeq,complete,,8,1,,,,,,,,"Banna virus segment 8, complete sequence"
NC_004204.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,1136,RefSeq,complete,,7,1,,,,,,,,"Banna virus segment 7, complete sequence"
NC_004205.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,894,RefSeq,complete,,11,1,,,,,,,,"Kadipiro virus segment 11, complete sequence"
NC_004206.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,946,RefSeq,complete,,,1,,,,,,,,"Kadipiro virus chromosome segment 10, complete genome"
NC_004207.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,1054,RefSeq,complete,,,1,,,,,,,,"Kadipiro virus chromosome segment 9, complete genome"
NC_004208.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,1114,RefSeq,complete,,,1,,,,,,,,"Kadipiro virus chromosome segment 8, complete genome"
NC_004209.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-07T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,1259,RefSeq,complete,,7,1,,,,,,,,"Kadipiro virus segment 7, complete genome"
NC_004198.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-06T00:00:00Z,,Banna virus,Seadornavirus,Reoviridae,dsRNA,862,RefSeq,complete,,12,1,,,,,,,,"Banna virus segment 12, complete sequence"
NC_004199.1,,"Attoui,H., Charrel,R.N., Billoir,F., Cantaloube,J.F., de Micco,P., de Lamballerie,X., De Micco,P.",1998-11-06T00:00:00Z,,Kadipiro virus,Seadornavirus,Reoviridae,dsRNA,756,RefSeq,complete,,,1,,,,,,,,"Kadipiro virus chromosome segment 12, complete genome"
NC_001963.1,,"Preisig,O., Wingfield,B.D., Wingfield,M.J.",1998-10-29T00:00:00Z,,Sphaeropsis sapinea RNA virus 1,Victorivirus,Totiviridae,dsRNA,5163,RefSeq,complete,,,1,,,,,,,,"Sphaeropsis sapinea RNA virus 1, complete genome"
NC_001964.1,,"Preisig,O., Wingfield,B.D., Wingfield,M.J.",1998-10-29T00:00:00Z,,Sphaeropsis sapinea RNA virus 2,Victorivirus,Totiviridae,dsRNA,5202,RefSeq,complete,,,1,,,,,,,,"Sphaeropsis sapinea RNA virus 2, complete genome"
NC_001961.1,,"Ziebuhr,J., Snijder,E.J., Gorbalenya,A.E., Allende,R., Lewis,T.L., Lu,Z., Rock,D.L., Kutish,G.F., Ali,A., Doster,A.R., Osorio,F.A.",1998-10-21T00:00:00Z,,Porcine reproductive and respiratory syndrome virus,,Arteriviridae,ssRNA(+),15428,RefSeq,complete,,,2,,,,,,,,"Porcine respiratory and reproductive syndrome virus, complete genome"
NC_004049.1,,"Hong,Y., Cole,T.E., Brasier,C.M., Buck,K.W.",1998-09-24T00:00:00Z,,Ophiostoma mitovirus 3a,Mitovirus,Mitoviridae,ssRNA(+),2617,RefSeq,complete,,,1,,,,Ophiostoma novo-ulmi,,,,"Ophiostoma mitovirus 3a, complete genome"
NC_003771.1,,"Upadhyaya,N.M., Ramm,K., Gellatly,J.A., Li,Z., Kositratana,W., Waterhouse,P.M.",1998-09-20T00:00:00Z,,Rice ragged stunt virus,Oryzavirus,Reoviridae,dsRNA,3823,RefSeq,complete,,,1,,,,,,,,"Rice ragged stunt virus RNA-dependent RNA polymerase and P4b genes, complete cds"
NC_001946.1,,"Zhang,Y.P., Kirkpatrick,B.C., Smart,C.D., Uyemoto,J.K., Zhang,Y.-P.",1998-09-14T00:00:00Z,,Cherry green ring mottle virus,Robigovirus,Betaflexiviridae,ssRNA(+),8372,RefSeq,complete,,,1,,,,,,,,"Sour cherry green ring mottle virus, complete genome"
NC_001948.1,,"Meng,B., Pang,S.Z., Forsline,P.L., McFerson,J.R., Gonsalves,D., Pang,S.-Z.",1998-09-14T00:00:00Z,,Grapevine rupestris stem pitting-associated virus,Foveavirus,Betaflexiviridae,ssRNA(+),8744,RefSeq,complete,,,1,,,,,,,,"Rupestris stem pitting associated virus-1, complete genome"
NC_003510.1,,"Koenig,R., Pleij,C.W., Beier,C., Commandeur,U.",1998-09-04T00:00:00Z,,Beet virus Q,Pomovirus,Virgaviridae,ssRNA(+),6003,RefSeq,complete,,RNA 1,1,,,,Beta vulgaris,,,,"Beet virus Q RNA 1, complete sequence"
NC_003511.1,,"Koenig,R., Pleij,C.W., Beier,C., Commandeur,U.",1998-09-04T00:00:00Z,,Beet virus Q,Pomovirus,Virgaviridae,ssRNA(+),2913,RefSeq,complete,,RNA 2,1,,,,Beta vulgaris,,,,"Beet virus Q RNA 2, complete sequence"
NC_003512.1,,"Koenig,R., Pleij,C.W., Beier,C., Commandeur,U.",1998-09-04T00:00:00Z,,Beet virus Q,Pomovirus,Virgaviridae,ssRNA(+),2529,RefSeq,complete,,RNA 3,1,,,,Beta vulgaris,,,,"Beet virus Q RNA 3, complete sequence"
NC_001796.2,,"Durbin,A.P., McAuliffe,J.M., Collins,P.L., Murphy,B.R., Ohsawa,K., Yamada,A., Takeuchi,K., Watanabe,Y., Miyata,H., Sato,H.",1998-09-01T00:00:00Z,,Human respirovirus 3,Respirovirus,Paramyxoviridae,ssRNA(-),15462,RefSeq,complete,,,2,,,,,,,,"Human parainfluenza virus 3, complete genome"
NC_003782.1,,"Nakashima,N., Sasaki,J., Toriyama,S.",1998-08-30T00:00:00Z,,Himetobi P virus,Triatovirus,Dicistroviridae,ssRNA(+),9275,RefSeq,complete,,,1,,,,Laodelphax striatellus,,,,"Himetobi P virus genomic RNA, complete sequence"
NC_001940.1,,"Chen,H., Bechtel,M.K., Shi,Y., Phipps,A., Mathes,L.E., Hayes,K.A., Roy-Burman,P.",1998-08-15T00:00:00Z,,Feline leukemia virus,Gammaretrovirus,Retroviridae,ssRNA-RT,8448,RefSeq,complete,,,1,,,,,,,,"Feline leukemia virus, complete genome"
NC_002323.1,,"Toriyama,S., Kimishima,T., Takahashi,M., Shimizu,T., Minaka,N., Akutsu,K.",1998-08-10T00:00:00Z,IRRI,Rice grassy stunt tenuivirus,Tenuivirus,Phenuiviridae,ssRNA(-),9760,RefSeq,complete,,RNA 1,1,,,,,,,,"Rice grassy stunt virus RNA 1, complete sequence"
NC_003634.1,,"Ranjith-Kumar,C.T., Gopinath,K., Jacob,A.N., Srividhya,V., Elango,P., Savithri,H.S.",1998-08-01T00:00:00Z,,Physalis mottle virus,Tymovirus,Tymoviridae,ssRNA(+),6673,RefSeq,complete,,,1,,,,,,,,"Physalis mottle virus, complete genome"
NC_001921.1,,"Sidhu,M.S., Husar,W., Cook,S.D., Dowling,P.C., Udem,S.A., Sidhu,M.",1998-07-21T00:00:00Z,Onderstpoort,Canine morbillivirus,Morbillivirus,Paramyxoviridae,ssRNA(-),15690,RefSeq,complete,,,1,,,,,,,,"Canine distemper virus, complete genome"
NC_001918.1,,"Yamashita,T., Sakae,K., Tsuzuki,H., Suzuki,Y., Ishikawa,N., Takeda,N., Miyamura,T., Yamazaki,S.",1998-07-09T00:00:00Z,A846/88,Aichivirus A,Kobuvirus,Picornaviridae,ssRNA(+),8251,RefSeq,complete,,,1,,,,Homo sapiens,,,,"Aichi virus, complete genome"
NC_001906.3,,"Wang,L.F., Yu,M., Hansson,E., Pritchard,L.I., Shiell,B., Michalski,W.P., Eaton,B.T., Langedijk,J.P., Wang,L.-F.",1998-07-01T00:00:00Z,,Hendra henipavirus,Henipavirus,Paramyxoviridae,ssRNA(-),18234,RefSeq,complete,,,2,,,,,,,,"Hendra virus, complete genome"
NC_003381.1,,"Harper,G., Hull,R.",1998-06-02T00:00:00Z,,Banana streak OL virus,Badnavirus,Caulimoviridae,dsDNA-RT,7389,RefSeq,complete,,,1,,,,,,,,"Banana streak OL virus, complete genome"
NC_003679.1,,"Becher,P., Orlich,M., Thiel,H.J., Shannon,A.D., Tautz,N., Thiel,H.-J.",1998-05-15T00:00:00Z,,Pestivirus D,Pestivirus,Flaviviridae,ssRNA(+),12333,RefSeq,complete,,,2,,,,,,,,"Border disease virus X818, complete genome"
NC_004060.2,,"Ling,R., Pate,A.E., Carr,J.P., Firth,A.E., Olspert,A., Arike,L., Peil,L., Truve,E., Ozato,T. Jr., Gaspar,J.O., Belintani,P., Espinha,L.M., Moreira,A.E., Camargo,L.E.A.",1998-05-09T00:00:00Z,Sao Paulo,Southern bean mosaic virus,Sobemovirus,Solemoviridae,ssRNA(+),4132,RefSeq,complete,,,2,Brazil,Brazil,,,,,,"Southern bean mosaic virus isolate Sao Paulo, complete genome"
NC_003377.1,,"Kong,P., Steinbiss,H.H.",1998-05-06T00:00:00Z,,Maize dwarf mosaic virus,Potyvirus,Potyviridae,ssRNA(+),9515,RefSeq,complete,,,1,,Bulgaria,,,,,,"Maize dwarf mosaic virus, complete genome"
NC_001815.1,,"Van Brussel,M., Salemi,M., Liu,H.F., Gabriels,J., Goubau,P., Desmyter,J., Vandamme,A.M.",1998-04-29T00:00:00Z,STLV-2PP1664,Primate T-lymphotropic virus 2,Deltaretrovirus,Retroviridae,ssRNA-RT,8855,RefSeq,complete,,,1,,,,Pan paniscus,,,,"Simian T-lymphotropic virus 2, complete genome"
NC_001890.1,,"Beekwilder,J., Nieuwenhuizen,R., Poot,R., van Duin,J., Beekwilder,M.J.",1998-04-25T00:00:00Z,,Escherichia virus Qbeta,Allolevivirus,Leviviridae,ssRNA(+),4215,RefSeq,complete,,,2,,,,Escherichia coli,,,,"Enterobacteria phage Qbeta, complete genome"
NC_001886.1,,"Stenger,D.C., Hall,J.S., Choi,I.R., French,R., Choi,I.-R.",1998-04-15T00:00:00Z,,Wheat streak mosaic virus,Tritimovirus,Potyviridae,ssRNA(+),9384,RefSeq,complete,,,1,,,,,,,,"Wheat streak mosaic virus, complete genome"
NC_003781.1,,"Isawa,H., Asano,S., Sahara,K., Iizuka,T., Bando,H.",1998-04-05T00:00:00Z,,Infectious flacherie virus,Iflavirus,Iflaviridae,ssRNA(+),9650,RefSeq,complete,,,1,,,,,,,,"Infectious flacherie virus, complete genome"
NC_004297.1,,"Djavani,M., Lukashevich,I.S., Sanchez,A., Nichol,S.T., Salvato,M.S., Lukashevich,I.",1998-03-17T00:00:00Z,,Lassa mammarenavirus,Mammarenavirus,Arenaviridae,ssRNA(+/-),7279,RefSeq,complete,,L,1,,,,,,,,"Lassa virus segment L, complete sequence"
NC_003746.1,,"Huang,Y., Zhao,H., Luo,Z., Chen,X., Fang,R.X.",1998-03-16T00:00:00Z,,Rice yellow stunt nucleorhabdovirus,Nucleorhabdovirus,Rhabdoviridae,ssRNA(-),14042,RefSeq,complete,,,1,,,,,,,,"Rice yellow stunt virus, complete genome"
NC_003536.1,,"Takahashi,Y., Takahashi,T., Uyeda,I., Tahakashi,Y.",1998-03-14T00:00:00Z,,Clover yellow vein virus,Potyvirus,Potyviridae,ssRNA(+),9584,RefSeq,complete,,,1,,,,,,,,"Clover yellow vein virus, complete genome"
NC_003749.1,,"Upadhyaya,N.M., Li,Z., Ramm,K., Yang,M., Gellatly,J.A., Kositratana,W., Gerlach,W.L., Waterhouse,P.M.",1998-03-02T00:00:00Z,,Rice ragged stunt virus,Oryzavirus,Reoviridae,dsRNA,3849,RefSeq,complete,,,,,,,,,,,"Rice ragged stunt virus segment S1 P1 gene, complete cds"
NC_003750.1,,"Upadhyaya,N.M., Li,Z., Ramm,K., Yang,M., Gellatly,J.A., Kositratana,W., Gerlach,W.L., Waterhouse,P.M.",1998-03-02T00:00:00Z,,Rice ragged stunt virus,Oryzavirus,Reoviridae,dsRNA,3808,RefSeq,complete,,,,,,,,,,,"Rice ragged stunt virus segment S2 P2 gene, complete cds"
NC_003751.1,,"Upadhyaya,N.M., Li,Z., Ramm,K., Yang,M., Gellatly,J.A., Kositratana,W., Gerlach,W.L., Waterhouse,P.M.",1998-03-02T00:00:00Z,,Rice ragged stunt virus,Oryzavirus,Reoviridae,dsRNA,3699,RefSeq,complete,,,,,,,,,,,"Rice ragged stunt virus segment S3 major core capsid protein gene, complete cds"
NC_003752.1,,"Upadhyaya,N.M., Li,Z., Ramm,K., Yang,M., Gellatly,J.A., Kositratana,W., Gerlach,W.L., Waterhouse,P.M.",1998-03-02T00:00:00Z,,Rice ragged stunt virus,Oryzavirus,Reoviridae,dsRNA,2157,RefSeq,complete,,,,,,,,,,,"Rice ragged stunt virus segment S6 P6 gene, complete cds"
NC_001874.1,,"Moon,J.S., Domier,L.L., McCoppin,N.K., D'Arcy,C.J., Jin,H.",1998-02-25T00:00:00Z,,Rhopalosiphum padi virus,Cripavirus,Dicistroviridae,ssRNA(+),10011,RefSeq,complete,,,1,,,,,,,,"Rhopalosiphum padi virus, complete genome"
NC_003375.1,,"Sumi,S., Matsumi,T., Tsuneyoshi,T., Furutani,H.",1998-01-30T00:00:00Z,,Garlic virus A,Allexivirus,Alphaflexiviridae,ssRNA(+),8660,RefSeq,complete,,,2,,,,Allium sativum,,,,"Garlic virus A, complete genome"
NC_003376.1,,"Sumi,S., Matsumi,T., Tsuneyoshi,T., Furutani,H.",1998-01-30T00:00:00Z,,Garlic virus C,Allexivirus,Alphaflexiviridae,ssRNA(+),8405,RefSeq,complete,,,2,,,,Allium sativum,,,,"Garlic virus C, complete genome"
NC_003808.1,,"Scott,S.W., Zimmerman,M.T., Ge,X.",1998-01-30T00:00:00Z,,Spinach latent virus,Ilarvirus,Bromoviridae,ssRNA(+),3439,RefSeq,complete,,,1,,,,Spinacia oleracea,,,,"Spinach latent virus putative replicase gene, complete cds"
NC_003809.1,,"Scott,S.W., Zimmerman,M.T., Ge,X.",1998-01-30T00:00:00Z,,Spinach latent virus,Ilarvirus,Bromoviridae,ssRNA(+),2939,RefSeq,complete,,,1,,,,Spinacia oleracea,,,,"Spinach latent virus putative polymerase and putative 2b protein genes, complete cds"
NC_003810.1,,"Scott,S.W., Zimmerman,M.T., Ge,X.",1998-01-30T00:00:00Z,,Spinach latent virus,Ilarvirus,Bromoviridae,ssRNA(+),2310,RefSeq,complete,,,1,,,,Spinacia oleracea,,,,"Spinach latent virus putative movement protein and putative coat protein genes, complete cds"
NC_001802.1,,"Martoglio,B., Graf,R., Dobberstein,B., Petropoulos,C.J., Chappey,C.",1998-01-22T00:00:00Z,,Human immunodeficiency virus 1,Lentivirus,Retroviridae,ssRNA-RT,9181,RefSeq,complete,,,1,,,,Homo sapiens,,,,"Human immunodeficiency virus 1, complete genome"
NC_001403.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Fujinami sarcoma virus,Alpharetrovirus,Retroviridae,ssRNA-RT,4788,RefSeq,complete,,,,,,,,,,,"Fujinami sarcoma virus, complete genome"
NC_001407.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Rous sarcoma virus,Alpharetrovirus,Retroviridae,ssRNA-RT,9392,RefSeq,complete,,,,,,,,,,,"Rous sarcoma virus, complete genome"
NC_001414.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Bovine leukemia virus,Deltaretrovirus,Retroviridae,ssRNA-RT,8419,RefSeq,complete,,,,,,,,,,,"Bovine leukemia virus, complete genome"
NC_001436.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Primate T-lymphotropic virus 1,Deltaretrovirus,Retroviridae,ssRNA-RT,8507,RefSeq,complete,,,,,,,,,,,"Human T-lymphotropic virus 1, complete genome"
NC_001450.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Equine infectious anemia virus,Lentivirus,Retroviridae,ssRNA-RT,8359,RefSeq,complete,,,,,,,,,,,"Equine infectious anemia virus, complete genome"
NC_001499.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Abelson murine leukemia virus,Gammaretrovirus,Retroviridae,ssRNA-RT,5894,RefSeq,complete,,,,,,,,,,,"Abelson murine leukemia virus, complete genome"
NC_001501.1,,"Shinnick,T.M., Lerner,R.A., Sutcliffe,J.G., Chappey,C.",1998-01-21T00:00:00Z,,Murine leukemia virus,Gammaretrovirus,Retroviridae,ssRNA-RT,8332,RefSeq,complete,,,1,,,,,,,,"Moloney murine leukemia virus, complete genome"
NC_001502.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Moloney murine sarcoma virus,Gammaretrovirus,Retroviridae,ssRNA-RT,5833,RefSeq,complete,,,,,,,,,,,"Moloney murine sarcoma virus, complete genome"
NC_001503.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Mouse mammary tumor virus,Betaretrovirus,Retroviridae,ssRNA-RT,8805,RefSeq,complete,,,,,,,,,,,"Mouse mammary tumor virus, complete genome"
NC_001506.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Murine osteosarcoma virus,Gammaretrovirus,Retroviridae,ssRNA-RT,3811,RefSeq,complete,,,,,,,,,,,"Murine osteosarcoma virus, complete genome"
NC_001550.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Mason-Pfizer monkey virus,Betaretrovirus,Retroviridae,ssRNA-RT,8557,RefSeq,complete,,,,,,,,,,,"Mason-Pfizer monkey virus, complete genome"
NC_001866.1,,"Petropoulos,C.J., Chappey,C.",1998-01-21T00:00:00Z,,Avian myelocytomatosis virus,Alpharetrovirus,Retroviridae,ssRNA-RT,3392,RefSeq,complete,,,,,,,,,,,"Avian myelocytomatosis virus, complete genome"
